Label,NarratorID_Mapped,NarratorNameAr,NarratorNameAr-Mapped,NarratorNameEn-Mapped,Gender,NarratorGeneration
Abdullah bin al-Mukhtar (7),24244,عبد الله بن المختار البصرى,عبد الله بن المختار البصري,Abdullah bin al-Mukhtar (7),Male,Succ. (Taba' Tabi')
Amr bin Ubaid bin Bab (7),24341,عمرو بن عبيد المعتزلى,عمرو بن عبيد بن باب,Amr bin Ubaid bin Bab (7),Male,Succ. (Taba' Tabi')
al-Hasan bin Amarh (7),25053,الحسن بن عمارة أبو محمد البجلى,الحسن بن عمارة,al-Hasan bin Amarh (7),Male,Succ. (Taba' Tabi')
Khlyfh bin Musa bin Rashid,25084,خليفة بن موسى بن راشد العكلى,خليفة بن موسى بن راشد,Khlyfh bin Musa bin Rashid,Male,Succ. (Taba' Tabi')
Shhab bin Khrash bin Hwshb,25124,شهاب بن خراش بن حوشب الشيبانى,شهاب بن خراش بن حوشب,Shhab bin Khrash bin Hwshb,Male,Succ. (Taba' Tabi')
Ubaidullah bin Iyad bin Laqayt,25177,عبيد الله بن إياد بن لقيط السدوسى,عبيد الله بن إياد بن لقيط السدوسي,Ubaidullah bin Iyad bin Laqayt,Male,Succ. (Taba' Tabi')
Haywat bin Sharih bin Safwan (7),26010,حيوة بن شريح بن صفوان أبو زرعة التجيبى,حيوة بن شريح بن صفوان  التجيبي,Haywat bin Sharih bin Safwan (7),Male,Succ. (Taba' Tabi')
Abdul Aziz bin Aby,28354,العباس بن أبى رزمة,عبد العزيز بن أبي رزمة,Abdul Aziz bin Aby,Male,Succ. (Taba' Tabi')
Yazid bin Hyan al-Nbty (7),28642,يزيد بن حيان التيمى الكوفى,يزيد بن حيان النبطي,Yazid bin Hyan al-Nbty (7),Male,Succ. (Taba' Tabi')
Imam Muslim (0),30003,مسلم بن الحجاج القشيرى النيسابورى,أبو الحسين مسلم بن الحجاج بن مسلم,Imam Muslim (0),Male,3rd Century AH
Ahmad bin Hanbal (10),30007,أحمد بن محمد بن حنبل الشيبانى,أحمد بن حنبل,Ahmad bin Hanbal (10),Male,3rd Century AH
Yahya bin Main (10),30020,يحيى بن معين بن عون أبو زكريا الغطفانى,يحيى بن معين,Yahya bin Main (10),Male,3rd Century AH
Ishaq bin Rahwaya (11),30021,إسحاق بن إبراهيم ابن راهويه الحنظلى,إسحاق بن راهويه,Ishaq bin Rahwaya (11),Male,3rd Century AH
Zuhayr bin Harb (10),30022,زهير بن حرب أبو خيثمة النسائى,زهير بن حرب بن شداد أبو خثيمة,Zuhayr bin Harb (10),Male,3rd Century AH
Muhammad bin Yahya bin Faris al-Dhahli,30023,محمد بن يحيى الذهلى النيسابورى,محمد بن يحيى بن فارس الذهلي,Muhammad bin Yahya bin Faris al-Dhahli,Male,3rd Century AH
Ubaidullah bin Umar al-Qawariri (10),30024,عبيد الله بن عمر بن ميسرة القواريرى,عبيد الله بن عمر القواريري,Ubaidullah bin Umar al-Qawariri (10),Male,3rd Century AH
Abdullah bin Abdur Rahman al-Daarimi (11),30025,عبد الله بن عبد الرحمن بن فضل الدارمى,عبد الله بن عبد الرحمن الدارمي,Abdullah bin Abdur Rahman al-Daarimi (11),Male,3rd Century AH
Ahmed bin Abi Bakr (10),30100,أحمد بن أبى بكر أبو مصعب المدنى الزهرى,أبو مصعب أحمد بن أبي بكر,Ahmed bin Abi Bakr (10),Male,3rd Century AH
Ismail bin Abdullah bin Abdullah (10),30103,إسماعيل بن عبد الله بن أبى أويس الأصبحى,إسماعيل بن عبد الله بن عبد الله بن أويس,Ismail bin Abdullah bin Abdullah (10),Male,3rd Century AH
Affan bin Muslim (10),30106,عفان بن مسلم أبو عثمان الصفار الباهلى,عفان بن مسلم بن عبد الله الصفار,Affan bin Muslim (10),Male,3rd Century AH
Man bin Isa bin Yahya (10),30112,معن بن عيسى بن يحيى الأشجعى القزاز,معن بن عيسى بن يحيى,Man bin Isa bin Yahya (10),Male,3rd Century AH
al-Hasan bin Ali al-Halwani (11),30115,الحسن بن على بن محمد الحلوانى الخلال,الحسن بن علي الخلال الحلواني,al-Hasan bin Ali al-Halwani (11),Male,3rd Century AH
Said bin Mnswr bin Shbh (10),30116,سعيد بن منصور بن شعبة الخراسانى,سعيد بن منصور بن شعبة,Said bin Mnswr bin Shbh (10),Male,3rd Century AH
Muhammad bin Aabad bin al-Zabrqan (10),30117,محمد بن عباد بن الزبرقان المكى,محمد بن عباد بن الزبرقان المكي,Muhammad bin Aabad bin al-Zabrqan (10),Male,3rd Century AH
Umayya bin Bustam (10),30124,أمية بن بسطام أبو بكر العيشى البصرى,أمية بن بسطام,Umayya bin Bustam (10),Male,3rd Century AH
Bashr bin Khalid al-Askary (10),30126,بشر بن خالد أبو محمد العسكرى الفرائضى,بشر بن خالد العسكري,Bashr bin Khalid al-Askary (10),Male,3rd Century AH
Hamd bin Umar bin Hafs (10),30128,حامد بن عمر بن حفص البكراوى الثقفى,حامد بن عمر بن حفص,Hamd bin Umar bin Hafs (10),Male,3rd Century AH
Ziyad bin Yahya al-Hasani (10),30135,زياد بن يحيى بن حسان أبو الخطاب النكرى,زياد بن يحيى الحساني,Ziyad bin Yahya al-Hasani (10),Male,3rd Century AH
Sulaiman bin Daud al-Atki al-Zahrani (10),30137,سليمان بن داود أبو الربيع الزهرانى,سليمان بن داود أبو الربيع الزهراني,Sulaiman bin Daud al-Atki al-Zahrani (10),Male,3rd Century AH
Abdullah bin al-Sabah bin Abdullah (11),30142,عبد الله بن الصباح بن عبد الله الهاشمى,عبد الله بن الصباح بن عبد الله,Abdullah bin al-Sabah bin Abdullah (11),Male,3rd Century AH
Abdullah bin Muhammad bin Asma ,30144,عبد الله بن محمد بن أسماء الضبعى,عبد الله بن محمد بن أسماء,Abdullah bin Muhammad bin Asma ,Male,3rd Century AH
Abdul Aala bin Hamad bin Nasr al-Bahli (10),30146,عبد الأعلى بن حماد بن نصر الباهلى النرسى,عبد الأعلى بن حماد بن نصر الباهلي النرسي,Abdul Aala bin Hamad bin Nasr al-Bahli (10),Male,3rd Century AH
Ubaidullah bin Muadh (10),30150,عبيد الله بن معاذ بن معاذ العنبرى,عبيد الله بن معاذ بن معاذ بن نصر,Ubaidullah bin Muadh (10),Male,3rd Century AH
Amr bin Ali bin Bahr al-Bahli (10),30153,عمرو بن على أبو حفص الفلاس الصيرفى,عمرو بن علي بن بحر الباهلي,Amr bin Ali bin Bahr al-Bahli (10),Male,3rd Century AH
Amr bin Awn/Auf bin Aws (al-Bazar) (10),30154,عمرو بن عون بن أوس الواسطى البزاز,عمرو بن عون/عوف بن أوس البزار,Amr bin Awn/Auf bin Aws (al-Bazar) (10),Male,3rd Century AH
Muhammad bin Bashar Bindar (10),30160,محمد بن بشار العبدى بندار,محمد بن بشار بندار,Muhammad bin Bashar Bindar (10),Male,3rd Century AH
Muhammad bin Abi Bakr bin Ali (10),30161,محمد بن أبى بكر بن على بن عطاء المقدمى,محمد بن أبي بكر بن علي بن عطاء المقدمي,Muhammad bin Abi Bakr bin Ali (10),Male,3rd Century AH
Muhammad bin Jhdm bin Abd (10),30162,محمد بن جهضم بن عبد الله الثقفى,محمد بن جهضم بن عبد الله الثقفي,Muhammad bin Jhdm bin Abd (10),Male,3rd Century AH
Muhammad bin Abdullah bin Muhammad (10),30168,محمد بن عبد الله بن محمد الرقاشى,محمد بن عبد الله بن محمد بن عبد الملك,Muhammad bin Abdullah bin Muhammad (10),Male,3rd Century AH
Muhammad bin Kathir al-Abdi,30169,محمد بن كثير العبدى البصرى,محمد بن كثير العبدي,Muhammad bin Kathir al-Abdi,Male,3rd Century AH
Muhammad bin al-Muthna - al-Zaman (10),30170,محمد بن المثنى بن عبيد العنزى الزمن,محمد بن المثنى أبو موسى - الزمن,Muhammad bin al-Muthna - al-Zaman (10),Male,3rd Century AH
Muhammad bin Mamar bin Rabi (11),30172,محمد بن معمر بن ربعى القيسى البحرانى,محمد بن معمر بن ربعي القيسي البحراني,Muhammad bin Mamar bin Rabi (11),Male,3rd Century AH
Muhammad bin al-Minhal al-Darir (10),30173,محمد بن المنهال الضرير البصرى,محمد بن المنهال الضرير,Muhammad bin al-Minhal al-Darir (10),Male,3rd Century AH
Muhammad bin al-Walid Hamadan (10),30174,محمد بن الوليد بن عبد الحميد البسرى,محمد بن الوليد بن عبد الحميد - حمدان,Muhammad bin al-Walid Hamadan (10),Male,3rd Century AH
Ahmed bin Abdullah (10),30184,أحمد بن عبد الله بن يونس اليربوعى,أحمد بن عبد الله بن يونس,Ahmed bin Abdullah (10),Male,3rd Century AH
Ahmed bin Uthman bin Hakeem (11),30185,أحمد بن عثمان بن حكيم الأودى الكوفى,أحمد بن عثمان بن حكيم,Ahmed bin Uthman bin Hakeem (11),Male,3rd Century AH
Ismail bin al-Khlyl al-Khzaz (10),30186,إسماعيل بن الخليل أبو عبد الله الخزاز,إسماعيل بن الخليل الخزاز,Ismail bin al-Khlyl al-Khzaz (10),Male,3rd Century AH
al-Hasan bin al-Rabi al-Bajli,30189,الحسن بن الربيع البجلى,الحسن بن الربيع,al-Hasan bin al-Rabi al-Bajli,Male,3rd Century AH
Said bin Muhammad al-Jarmi (11),30195,سعيد بن محمد بن سعيد الجرمى الكوفى,سعيد بن محمد الجرمي,Said bin Muhammad al-Jarmi (11),Male,3rd Century AH
Shahab bin Aabad al-Abdi (10),30196,شهاب بن عباد أبو عمر العبدى الكوفى,شهاب بن عباد العبدي أبو عمر الكوفي,Shahab bin Aabad al-Abdi (10),Male,3rd Century AH
Abdullah bin Said al-Ashaj (10),30200,عبد الله بن سعيد أبو سعيد الأشج,عبد الله بن سعيد بن حصين الكندي - الأشج,Abdullah bin Said al-Ashaj (10),Male,3rd Century AH
Abu Bakr bin Abi Shayba (10),30201,عبد الله بن محمد أبو بكر بن أبى شيبة,أبو بكر بن أبي شيبة,Abu Bakr bin Abi Shayba (10),Male,3rd Century AH
Uthman bin Muhammad (Abi Shayba) (10),30203,عثمان بن محمد بن إبراهيم ابن أبى شيبة,عثمان بن محمد بن إبراهيم / بن أبي شيبة,Uthman bin Muhammad (Abi Shayba) (10),Male,3rd Century AH
Umar bin Hafs bin Ghyath (10),30204,عمر بن حفص بن غياث الكوفى,عمر بن حفص بن غياث,Umar bin Hafs bin Ghyath (10),Male,3rd Century AH
Amr bin al-Rabi bin Tarq ,30206,عمرو بن الربيع بن طارق الكوفى,عمرو بن الربيع بن طارق,Amr bin al-Rabi bin Tarq ,Male,3rd Century AH
Muhammad bin Sabiq al-Tamimi (10),30209,محمد بن سابق البزاز التميمى,محمد بن سابق التميمي,Muhammad bin Sabiq al-Tamimi (10),Male,3rd Century AH
Muhammad bin Abdullah bin Numayr (10),30212,محمد بن عبد الله بن نمير الهمدانى,محمد بن عبد الله بن نمير,Muhammad bin Abdullah bin Numayr (10),Male,3rd Century AH
Muhammad bin Ubaid al-Tanafasi (11),30213,محمد بن عبيد بن أبى أمية الطنافسى,محمد بن عبيد بن أبي أمية الطنافسي,Muhammad bin Ubaid al-Tanafasi (11),Male,3rd Century AH
"Abu Karayb, Muhammad bin al-Ala (10)",30216,محمد بن العلاء أبو كريب الهمدانى,محمد بن العلاء - أبو كريب,"Abu Karayb, Muhammad bin al-Ala (10)",Male,3rd Century AH
Yusuf bin Yaqub al-Sfar (10),30225,يوسف بن يعقوب أبو يعقوب الكوفى الصفار,يوسف بن يعقوب الصفار أبو يعقوب الكوفي,Yusuf bin Yaqub al-Sfar (10),Male,3rd Century AH
Ahmed bin Isa bin Hassan - al-Tastari (10),30227,أحمد بن عيسى بن حسان المصرى ابن التسترى,أحمد بن عيسى بن حسان - التستري,Ahmed bin Isa bin Hassan - al-Tastari (10),Male,3rd Century AH
Said bin Abi Maryam (10),30232,سعيد بن الحكم بن أبى مريم المصرى,سعيد بن أبي مريم,Said bin Abi Maryam (10),Male,3rd Century AH
Said bin Kathir bin Afayr (10),30233,سعيد بن كثير بن عفير أبو عثمان المصرى,سعيد بن كثير بن عفير,Said bin Kathir bin Afayr (10),Male,3rd Century AH
Nym bin Hmad bin Muawiya (10),30238,نعيم بن حماد أبو عبد الله المروزى,نعيم بن حماد بن معاوية بن الحارث,Nym bin Hmad bin Muawiya (10),Male,3rd Century AH
Yahya bin Abdullah bin Bukayr (10),30239,يحيى بن عبد الله بن بكير المخزومى المصرى,يحيى بن عبد الله بن بكير,Yahya bin Abdullah bin Bukayr (10),Male,3rd Century AH
Ahmed bin Manay (10),30242,أحمد بن منيع أبو جعفر البغوى الأصم,أحمد بن منيع,Ahmed bin Manay (10),Male,3rd Century AH
Daud bin Rshyd (10),30248,داود بن رشيد الهاشمى الخوارزمى,داود بن رشيد,Daud bin Rshyd (10),Male,3rd Century AH
Sryj bin Yonus bin Ibrahim (10),30251,سريج بن يونس بن إبراهيم البغدادى,سريج بن يونس بن إبراهيم,Sryj bin Yonus bin Ibrahim (10),Male,3rd Century AH
Said bin Sulaiman al-Dabi (10),30252,سعيد بن سليمان أبو عثمان الواسطى الضبى,سعيد بن سليمان - سعدويه الضبي,Said bin Sulaiman al-Dabi (10),Male,3rd Century AH
Said bin Yahya bin Said bin Aban (10),30254,سعيد بن يحيى بن سعيد بن أبان الأموى,سعيد بن يحيى بن سعيد بن أبان,Said bin Yahya bin Said bin Aban (10),Male,3rd Century AH
Aabad bin Musa al-Khtly (10),30255,عباد بن موسى أبو محمد الختلى,عباد بن موسى الختلي,Aabad bin Musa al-Khtly (10),Male,3rd Century AH
Amr bin Muhammad bin Bukayr (al-Naqid) (10),30263,عمرو بن محمد بن بكير الناقد,عمرو بن محمد بن بكير الناقد,Amr bin Muhammad bin Bukayr (al-Naqid) (10),Male,3rd Century AH
al-Fadl bin Sahl bin Ibrahim (11),30264,الفضل بن سهل أبو العباس الأعرج البغدادى,الفضل بن سهل بن إبراهيم الأعرج,al-Fadl bin Sahl bin Ibrahim (11),Male,3rd Century AH
Muhammad bin al-Sabah (10),30269,محمد بن الصباح أبو جعفر الدولابى,محمد بن الصباح البزاز الدولابي,Muhammad bin al-Sabah (10),Male,3rd Century AH
Muhammad bin Mskyn bin Nmylh (11),30275,محمد بن مسكين بن نميلة اليمامى,محمد بن مسكين بن نميلة,Muhammad bin Mskyn bin Nmylh (11),Male,3rd Century AH
Mahmud bin Ghaylan (10),30277,محمود بن غيلان أبو أحمد المروزى,محمود بن غيلان العدوي مولاهم أبو أحمد,Mahmud bin Ghaylan (10),Male,3rd Century AH
Mala bin Mansur al-Razi,30278,معلى بن منصور أبو يعلى الرازى,معلى بن منصور الرازي,Mala bin Mansur al-Razi,Male,3rd Century AH
Mansur bin Salma bin Abdul Aziz (10),30279,منصور بن سلمة أبو سلمة الخزاعى,منصور بن سلمة بن عبد العزيز,Mansur bin Salma bin Abdul Aziz (10),Male,3rd Century AH
Harun bin al-Maruf (10),30280,هارون بن معروف أبو على المروزى الخزاز,هارون بن معروف المروزي الخزاز الضرير,Harun bin al-Maruf (10),Male,3rd Century AH
Abdul Aala bin Mushir al-Ghasani (10),30284,عبد الأعلى بن مسهر أبو مسهر الغسانى,عبد الأعلى بن مسهر أبو مسهر الغساني,Abdul Aala bin Mushir al-Ghasani (10),Male,3rd Century AH
Amr bin Abi Salmah (10),30286,عمرو بن أبى سلمة أبو حفص التنيسى الدمشقى,عمرو بن أبي سلمة التنيسي,Amr bin Abi Salmah (10),Male,3rd Century AH
Ahmed bin Said bin Ibrahim,30295,أحمد بن سعيد بن إبراهيم الأشقر الرباطى,أحمد بن سعيد بن إبراهيم الرباطي,Ahmed bin Said bin Ibrahim,Male,3rd Century AH
Ahmed bin Said bin Sakhar (11),30296,أحمد بن سعيد بن صخر أبو جعفر الدارمى,أحمد بن سعيد بن صخر,Ahmed bin Said bin Sakhar (11),Male,3rd Century AH
Ahmed bin Snan bin Asad (11),30297,أحمد بن سنان بن أسد أبو جعفر القطان,أحمد بن سنان بن أسد,Ahmed bin Snan bin Asad (11),Male,3rd Century AH
Ibrahim bin Musa al-Razi al-Fara (10),30309,إبراهيم بن موسى بن يزيد أبو إسحاق الفراء,إبراهيم بن موسى الرازي الفراء,Ibrahim bin Musa al-Razi al-Fara (10),Male,3rd Century AH
Ishaq bin Mansur al-Kausaj (11),30313,إسحاق بن منصور بن بهرام الكوسج,إسحاق بن منصور بن بهرام - الكوسج,Ishaq bin Mansur al-Kausaj (11),Male,3rd Century AH
"Ismail bin Ibrahim,Abu Mamar al-Hadhli (10)",30315,إسماعيل بن إبراهيم بن معمر الهلالى,إسماعيل بن إبراهيم بن معمر أبو معمر,"Ismail bin Ibrahim,Abu Mamar al-Hadhli (10)",Male,3rd Century AH
Bashr bin al-Hakam bin Habib (10),30316,بشر بن الحكم بن حبيب العبدى,بشر بن الحكم بن حبيب,Bashr bin al-Hakam bin Habib (10),Male,3rd Century AH
Hiban bin Musa bin Sawar (10),30322,حبان بن موسى بن سوار أبو محمد السلمى,حبان بن موسى بن سوار,Hiban bin Musa bin Sawar (10),Male,3rd Century AH
al-Husain bin Hryth (10),30325,الحسين بن حريث أبو عمار الخزاعى المروزى,الحسين بن حريث,al-Husain bin Hryth (10),Male,3rd Century AH
al-Husain bin Isa bin Hamran (10),30326,الحسين بن عيسى بن حمران البسطامى الطائى,الحسين بن عيسى بن حمران,al-Husain bin Isa bin Hamran (10),Male,3rd Century AH
"al-Hakm bin Nafi, Abu al-Yaman (10)",30330,الحكم بن نافع أبو اليمان الحمصى البهرانى,الحكم بن نافع أبو اليمان الحمصي,"al-Hakm bin Nafi, Abu al-Yaman (10)",Male,3rd Century AH
al-Rabi bin Nafi Abu Tawba al-Halbi (10),30335,الربيع بن نافع أبو توبة الحلبى,الربيع بن نافع أبو توبة الحلبي,al-Rabi bin Nafi Abu Tawba al-Halbi (10),Male,3rd Century AH
Salmah bin Sulaiman al-Mervazi (10),30340,سلمة بن سليمان أبو سليمان المروزى المؤدب,سلمة بن سليمان المروزي,Salmah bin Sulaiman al-Mervazi (10),Male,3rd Century AH
al-Abbas bin al-Walid al-Narsi,30344,عباس بن الوليد بن نصر النرسى,العباس بن الوليد النرسي,al-Abbas bin al-Walid al-Narsi,Male,3rd Century AH
Abdullah bin Jafar al-Raqqi (10),30346,عبد الله بن جعفر بن غيلان الرقى القرشى,عبد الله بن جعفر الرقي,Abdullah bin Jafar al-Raqqi (10),Male,3rd Century AH
Abdullah bin Uthman - Aabadan (10),30349,عبد الله بن عثمان بن جبلة عبدان العتكى,عبد الله بن عثمان - عبدان,Abdullah bin Uthman - Aabadan (10),Male,3rd Century AH
"Abdullah bin Amr, Abu Mamar al-Madaq",30350,عبد الله بن عمرو أبو معمر المنقرى المقعد,عبد الله بن عمرو - أبو معمر المقعد,"Abdullah bin Amr, Abu Mamar al-Madaq",Male,3rd Century AH
Abdur Rahman bin Bashr (10),30356,عبد الرحمن بن بشر بن الحكم النيسابورى,عبد الرحمن بن بشر بن الحكم,Abdur Rahman bin Bashr (10),Male,3rd Century AH
Ubaidullah bin Said (10),30359,عبيد الله بن سعيد أبو قدامة السرخسى,عبيد الله بن سعيد أبو قدامة السرخسي,Ubaidullah bin Said (10),Male,3rd Century AH
Uthman bin Jabla bin Abi Ruwad,30361,عثمان بن جبلة بن أبى رواد العتكى المروزى,عثمان بن جبلة بن أبي رواد العتكي,Uthman bin Jabla bin Abi Ruwad,Male,3rd Century AH
Ali bin al-Hasan bin Shaqayq (10),30362,على بن الحسن بن شقيق المروزى,علي بن الحسن بن شقيق,Ali bin al-Hasan bin Shaqayq (10),Male,3rd Century AH
Amr bin Zararah bin Waqid (10),30365,عمرو بن زرارة بن واقد الكلابى النيسابورى,عمرو بن زرارة بن واقد الكلابي,Amr bin Zararah bin Waqid (10),Male,3rd Century AH
Qutayba bin Said bin Jamil (10),30367,قتيبة بن سعيد أبو رجاء الثقفى,قتيبة بن سعيد بن جميل,Qutayba bin Said bin Jamil (10),Male,3rd Century AH
Muhammad bin Harb al-Wasti (10),30373,محمد بن حرب الواسطى النشائى,محمد بن حرب بن حرمان النشائي,Muhammad bin Harb al-Wasti (10),Male,3rd Century AH
Muhammad bin Rafai (11),30375,محمد بن رافع القشيرى النيسابورى,محمد بن رافع,Muhammad bin Rafai (11),Male,3rd Century AH
Muhammad bin al-Mubarak (10),30382,محمد بن المبارك الصورى القلانسى,محمد بن المبارك,Muhammad bin al-Mubarak (10),Male,3rd Century AH
Muhammad bin Mhran (10),30383,محمد بن مهران أبو جعفر الرازى الجمال,محمد بن مهران,Muhammad bin Mhran (10),Male,3rd Century AH
Muhammad bin Musa bin Imran ,30385,محمد بن موسى بن عمران القطان الواسطى,محمد بن موسى بن عمران القطان,Muhammad bin Musa bin Imran ,Male,3rd Century AH
Muhammad bin Yahya bin Abdul Aziz,30387,محمد بن يحيى بن عبد العزيز اليشكرى,محمد بن يحيى بن عبد العزيز,Muhammad bin Yahya bin Abdul Aziz,Male,3rd Century AH
Nasr bin Ali bin Nasr bin Ali (young) (10),30395,نصر بن على بن نصر بن على الجهضمى,نصر بن علي بن نصر بن علي الجهضمي,Nasr bin Ali bin Nasr bin Ali (young) (10),Male,3rd Century AH
Yahya bin Yahya bin Bukayr (10),30399,يحيى بن يحيى أبو زكريا النيسابورى,يحيى بن يحيى بن بكير,Yahya bin Yahya bin Bukayr (10),Male,3rd Century AH
Yaqub bin Ibrahim bin Kathir (10),30400,يعقوب بن إبراهيم بن كثير الدورقى,يعقوب بن إبراهيم بن كثير بن زيد الدورقي,Yaqub bin Ibrahim bin Kathir (10),Male,3rd Century AH
Yusuf bin Isa bin Dinar (10),30401,يوسف بن عيسى بن دينار الزهرى المروزى,يوسف بن عيسى بن دينار الزهري,Yusuf bin Isa bin Dinar (10),Male,3rd Century AH
Ishaq bin Musa bin Abdullah bin Musa (10),30410,إسحاق بن موسى الخطمى أبو موسى المدنى,إسحاق بن موسى بن عبد الله بن موسى,Ishaq bin Musa bin Abdullah bin Musa (10),Male,3rd Century AH
Abdullah bin Nafi al-Saagh (10),30411,عبد الله بن نافع الصائغ المخزومى,عبد الله بن نافع الصائغ المخزومي,Abdullah bin Nafi al-Saagh (10),Male,3rd Century AH
"Isa bin Hammad bin Muslim, Zaghba",30412,عيسى بن حماد بن مسلم المصرى زغبة,عيسى بن حماد بن مسلم أبو موسى زغبة,"Isa bin Hammad bin Muslim, Zaghba",Male,3rd Century AH
Muhammad bin Ishaq bin Muhammad (10),30413,محمد بن إسحاق بن محمد المسيبى,محمد بن إسحاق بن محمد بن عبد الرحمن,Muhammad bin Ishaq bin Muhammad (10),Male,3rd Century AH
Ahmed bin Jafar al-Maqry (11),30414,أحمد بن جعفر المعقرى,أحمد بن جعفر المعقري,Ahmed bin Jafar al-Maqry (11),Male,3rd Century AH
Ismail bin Salm al-Saagh (10),30415,إسماعيل بن سالم بن دينار الصائغ,إسماعيل بن سالم الصائغ,Ismail bin Salm al-Saagh (10),Male,3rd Century AH
Said bin Abd al-Jabbar al-karabaysi,30416,سعيد بن عبد الجبار بن يزيد البصرى,سعيد بن عبد الجبار الكرابيسي,Said bin Abd al-Jabbar al-karabaysi,Male,3rd Century AH
Salmah bin Shbyb (11),30417,سلمة بن شبيب المسمعى النيسابورى,سلمة بن شبيب,Salmah bin Shbyb (11),Male,3rd Century AH
Abdullah bin al-Zubair bin Isa (10),30418,عبد الله بن الزبير بن عيسى الحميدى,عبد الله بن الزبير بن عيسى الحميدي,Abdullah bin al-Zubair bin Isa (10),Male,3rd Century AH
Abd al-Jabbar bin al-Ala (10),30419,عبد الجبار بن العلاء أبو بكر العطار,عبد الجبار بن العلاء بن عبد الجبار,Abd al-Jabbar bin al-Ala (10),Male,3rd Century AH
Ubaidullah bin Muhammad ,30420,عبيد الله بن محمد بن يزيد بن خنيس,عبيد الله بن محمد بن يزيد,Ubaidullah bin Muhammad ,Male,3rd Century AH
Muhammad bin Yahya bin Abi Umar (10),30421,محمد بن يحيى بن أبى عمر العدنى,محمد بن يحيى بن أبي عمر العدني,Muhammad bin Yahya bin Abi Umar (10),Male,3rd Century AH
Ahmed bin Abdullah ,30422,أحمد بن عبد الله بن الحكم بن أبى فروة,أحمد بن عبد الله بن الحكم,Ahmed bin Abdullah ,Male,3rd Century AH
Ahmed bin Ubda bin Musa (10),30423,أحمد بن عبدة بن موسى الضبى البصرى,أحمد بن عبدة بن موسى,Ahmed bin Ubda bin Musa (10),Male,3rd Century AH
Ahmed bin Uthman bin Aby,30424,أحمد بن عثمان بن أبى عثمان النوفلى,أحمد بن عثمان بن أبي,Ahmed bin Uthman bin Aby,Male,3rd Century AH
Ahmed bin al-Mndhr bin al-Jarwd ,30425,أحمد بن المنذر بن الجارود البصرى,أحمد بن المنذر بن الجارود,Ahmed bin al-Mndhr bin al-Jarwd ,Male,3rd Century AH
Ibrahim bin Muhammad bin Arara (10),30426,إبراهيم بن محمد بن عرعرة السامى البصرى,إبراهيم بن محمد بن عرعرة,Ibrahim bin Muhammad bin Arara (10),Male,3rd Century AH
Ishaq bin Umar bin Slyt (10),30427,إسحاق بن عمر بن سليط الهذلى البصرى,إسحاق بن عمر بن سليط,Ishaq bin Umar bin Slyt (10),Male,3rd Century AH
Hmad bin Ismail bin Alih ,30428,حماد بن إسماعيل ابن علية البصرى,حماد بن إسماعيل بن علية,Hmad bin Ismail bin Alih ,Male,3rd Century AH
Hameed bin Musada bin al-Mubarak (10),30430,حميد بن مسعدة بن المبارك السامى,حميد بن مسعدة بن المبارك,Hameed bin Musada bin al-Mubarak (10),Male,3rd Century AH
Khalid bin Khdash,30431,خالد بن خداش أبو الهيثم المهلبى,خالد بن خداش,Khalid bin Khdash,Male,3rd Century AH
Zayd bin Yazid al-Thqfy (11),30432,زيد بن يزيد أبو معن الرقاشى الثقفى,زيد بن يزيد الثقفي,Zayd bin Yazid al-Thqfy (11),Male,3rd Century AH
Sulaiman bin Ubaidullah,30433,سليمان بن عبيد الله بن عمرو الغيلانى,سليمان بن عبيد الله بن عمرو,Sulaiman bin Ubaidullah,Male,3rd Century AH
Salah bin Hatim bin Wardan (10),30434,صالح بن حاتم بن وردان أبو محمد البصرى,صالح بن حاتم بن وردان البصري,Salah bin Hatim bin Wardan (10),Male,3rd Century AH
al-Slt bin Masud bin Tryf (10),30435,الصلت بن مسعود بن طريف الجحدرى البصرى,الصلت بن مسعود بن طريف الجحدري,al-Slt bin Masud bin Tryf (10),Male,3rd Century AH
Asim bin al-Nadr bin al-Mntshr ,30436,عاصم بن النضر بن المنتشر التيمى الأحول,عاصم بن النضر بن المنتشر الأحول التيمي,Asim bin al-Nadr bin al-Mntshr ,Male,3rd Century AH
Abbas bin Abdul Azeem al-Anbari (11),30437,عباس بن عبد العظيم بن إسماعيل العنبرى,عباس بن عبد العظيم العنبري,Abbas bin Abdul Azeem al-Anbari (11),Male,3rd Century AH
Abdullah bin Muhammad bin Abdur Rahman,30438,عبد الله بن محمد بن عبد الرحمن الزهرى,عبد الله بن محمد بن عبد الرحمن بن المسور,Abdullah bin Muhammad bin Abdur Rahman,Male,3rd Century AH
Abdur Rahman bin Bakr ,30439,عبد الرحمن بن بكر بن الربيع بن مسلم,عبد الرحمن بن بكر بن الربيع بن مسلم,Abdur Rahman bin Bakr ,Male,3rd Century AH
Abdur Rahman bin Salam,30440,عبد الرحمن بن سلام بن عبيد الله الجمحى,عبد الرحمن بن سلام,Abdur Rahman bin Salam,Male,3rd Century AH
Uqba bin Mukaram bin Aflah al-Ami (11),30441,عقبة بن مكرم بن أفلح العمى البصرى,عقبة بن مكرم,Uqba bin Mukaram bin Aflah al-Ami (11),Male,3rd Century AH
Umar bin Abd al-Whab,30442,عمر بن عبد الوهاب بن رياح الرياحى البصرى,عمر بن عبد الوهاب بن رياح بن عبيدة,Umar bin Abd al-Whab,Male,3rd Century AH
