sequence_id,sanad_chain,chain_length
12702,أبو هريرة الدوسى -> عبد الرحمن بن يعقوب الجهنى مولى الحرقة -> العلاء بن عبد الرحمن بن يعقوب الحرقى -> عبد العزيز بن محمد بن عبيد الدراوردى,4
12703,أبو هريرة الدوسى -> عطاء بن يزيد الليثى المدنى -> محمد بن مسلم بن شهاب الزهرى -> محمد بن عبد الرحمن بن أبى ذئب العامرى -> عبد الله بن وهب بن مسلم المصرى,5
12704,أبو هريرة الدوسى -> عطاء بن يزيد الليثى المدنى -> محمد بن مسلم بن شهاب الزهرى -> يونس بن يزيد بن أبى النجاد الأيلى -> عبد الله بن وهب بن مسلم المصرى,5
12705,أبو هريرة الدوسى -> عطاء بن يزيد الليثى المدنى -> محمد بن مسلم بن شهاب الزهرى -> معقل بن عبيد الله الجزرى العبسى -> الحسن بن محمد بن أعين أبو على الحرانى,5
12706,أبو هريرة الدوسى -> عطاء بن يزيد الليثى المدنى -> محمد بن مسلم بن شهاب الزهرى -> شعيب بن أبى حمزة أبو بشر الأموى -> الحكم بن نافع أبو اليمان الحمصى البهرانى,5
12707,أبو هريرة الدوسى -> عطاء بن يزيد الليثى المدنى -> محمد بن مسلم بن شهاب الزهرى -> معمر بن راشد أبو عروة الأزدى البصرى -> عبد الرزاق بن همام أبو بكر الصنعانى,5
12708,أبو هريرة الدوسى -> عبد الرحمن بن هرمز الأعرج -> عبد الله بن ذكوان أبو الزناد المدنى -> سفيان بن عيينة الهلالى,4
12709,عبد الله بن عباس بن عبد المطلب الهاشمى -> سعيد بن جبير الأسدى الكوفى -> جعفر بن إياس أبو بشر اليشكرى -> وضاح بن عبد الله أبو عوانة اليشكرى,4
12710,أبىّ بن كعب بن قيس الأنصارى الخزرجى -> عبد الله بن عباس بن عبد المطلب الهاشمى -> سعيد بن جبير الأسدى الكوفى -> عمرو بن عبد الله أبو إسحاق السبيعى -> رقبة بن مصقلة العبدى الكوفى -> سليمان بن طرخان أبو المعتمر التيمى -> معتمر بن سليمان بن طرخان التيمى الطفيل,7
12711,عائشة بنت أبى بكر الصديق أم المؤمنين -> عائشة بنت طلحة بن عبيد الله التيمية -> فضيل بن عمرو أبو النضر الفقيمى -> العلاء بن المسيب بن رافع الكاهلى -> جرير بن عبد الحميد بن قرط الضبى,5
12712,عائشة بنت أبى بكر الصديق أم المؤمنين -> عائشة بنت طلحة بن عبيد الله التيمية -> طلحة بن يحيى بن طلحة بن عبيد الله التيمى -> وكيع بن الجراح بن مليح الرؤاسى,4
12713,عائشة بنت أبى بكر الصديق أم المؤمنين -> عائشة بنت طلحة بن عبيد الله التيمية -> طلحة بن يحيى بن طلحة بن عبيد الله التيمى -> إسماعيل بن زكريا بن مرة الخلقانى,4
12714,عائشة بنت أبى بكر الصديق أم المؤمنين -> عائشة بنت طلحة بن عبيد الله التيمية -> طلحة بن يحيى بن طلحة بن عبيد الله التيمى -> سفيان بن سعيد بن مسروق الثورى -> محمد بن يوسف بن واقد بن عثمان الفريابى,5
12715,عائشة بنت أبى بكر الصديق أم المؤمنين -> عائشة بنت طلحة بن عبيد الله التيمية -> طلحة بن يحيى بن طلحة بن عبيد الله التيمى -> سفيان بن سعيد بن مسروق الثورى -> الحسين بن حفص بن الفضل بن يحيى الهمدانى,5
12716,عبد الله بن مسعود بن غافل الهذلى -> المعرور بن سويد أبو أمية الأسدى -> المغيرة بن عبد الله بن أبى عقيل اليشكرى -> علقمة بن مرثد أبو الحارث الحضرمى -> مسعر بن كدام بن ظهير أبو سلمة الهلالى -> وكيع بن الجراح بن مليح الرؤاسى,6
12717,عبد الله بن مسعود بن غافل الهذلى -> المعرور بن سويد أبو أمية الأسدى -> المغيرة بن عبد الله بن أبى عقيل اليشكرى -> علقمة بن مرثد أبو الحارث الحضرمى -> مسعر بن كدام بن ظهير أبو سلمة الهلالى -> وكيع بن الجراح بن مليح الرؤاسى,6
12718,عبد الله بن مسعود بن غافل الهذلى -> المعرور بن سويد أبو أمية الأسدى -> المغيرة بن عبد الله بن أبى عقيل اليشكرى -> علقمة بن مرثد أبو الحارث الحضرمى -> مسعر بن كدام بن ظهير أبو سلمة الهلالى -> محمد بن بشر أبو عبد الله العبدى الكوفى,6
12719,عبد الله بن مسعود بن غافل الهذلى -> المعرور بن سويد أبو أمية الأسدى -> المغيرة بن عبد الله بن أبى عقيل اليشكرى -> علقمة بن مرثد أبو الحارث الحضرمى -> سفيان بن سعيد بن مسروق الثورى -> عبد الرزاق بن همام أبو بكر الصنعانى,6
12720,عبد الله بن مسعود بن غافل الهذلى -> المعرور بن سويد أبو أمية الأسدى -> المغيرة بن عبد الله بن أبى عقيل اليشكرى -> علقمة بن مرثد أبو الحارث الحضرمى -> سفيان بن سعيد بن مسروق الثورى -> عبد الرزاق بن همام أبو بكر الصنعانى,6
12721,عبد الله بن مسعود بن غافل الهذلى -> المعرور بن سويد أبو أمية الأسدى -> المغيرة بن عبد الله بن أبى عقيل اليشكرى -> علقمة بن مرثد أبو الحارث الحضرمى -> سفيان بن سعيد بن مسروق الثورى -> الحسين بن حفص بن الفضل بن يحيى الهمدانى,6
12722,أبو هريرة الدوسى -> عبد الرحمن بن هرمز الأعرج -> محمد بن يحيى بن حبان بن منقذ الأنصارى -> ربيعة بن عثمان بن ربيعة أبو عثمان المدنى -> عبد الله بن إدريس بن يزيد الأودى,5
12723,أبو هريرة الدوسى -> عبد الرحمن بن هرمز الأعرج -> محمد بن يحيى بن حبان بن منقذ الأنصارى -> ربيعة بن عثمان بن ربيعة أبو عثمان المدنى -> عبد الله بن إدريس بن يزيد الأودى,5
12724,عائشة بنت أبى بكر الصديق أم المؤمنين -> القاسم بن محمد بن أبى بكر الصديق -> عبد الله بن عبيد الله بن أبى مليكة -> يزيد بن إبراهيم أبو سعيد التسترى,4
12725,عبد الله بن عمرو بن العاص -> عبد الله بن رباح أبو خالد الأنصارى -> عبد الملك بن حبيب أبو عمران الجونى -> حماد بن زيد بن درهم أبو إسماعيل البصرى,4
12726,جندب بن عبد الله بن سفيان البجلى -> عبد الملك بن حبيب أبو عمران الجونى -> الحارث بن عبيد أبو قدامة الإيادى البصرى,3
12727,جندب بن عبد الله بن سفيان البجلى -> عبد الملك بن حبيب أبو عمران الجونى -> همام بن يحيى بن دينار الأزدى العوذى -> عبد الصمد بن عبد الوارث بن سعيد العنبرى,4
12728,جندب بن عبد الله بن سفيان البجلى -> عبد الملك بن حبيب أبو عمران الجونى -> أبان بن يزيد العطار أبو يزيد البصرى -> حبان بن هلال أبو حبيب البصرى,4
12729,عائشة بنت أبى بكر الصديق أم المؤمنين -> عبد الله بن عبيد الله بن أبى مليكة -> عبد الملك بن عبد العزيز بن جريج الأموى -> وكيع بن الجراح بن مليح الرؤاسى,4
12730,سعد بن مالك بن سنان أبو سعيد الخدرى -> عطاء بن يسار أبو محمد الهلالى المدنى -> زيد بن أسلم العدوى مولى عمر -> حفص بن ميسرة أبو عمر الصنعانى العقيلى,4
12731,سعد بن مالك بن سنان أبو سعيد الخدرى -> عطاء بن يسار أبو محمد الهلالى المدنى -> زيد بن أسلم العدوى مولى عمر -> محمد بن مطرف بن داود أبو غسان المدنى -> سعيد بن الحكم بن أبى مريم المصرى,5
12732,سعد بن مالك بن سنان أبو سعيد الخدرى -> عطاء بن يسار أبو محمد الهلالى المدنى -> زيد بن أسلم العدوى مولى عمر -> محمد بن مطرف بن داود أبو غسان المدنى -> سعيد بن الحكم بن أبى مريم المصرى -> محمد بن يحيى الذهلى النيسابورى,6
12733,عبد الله بن مسعود بن غافل الهذلى -> الأحنف بن قيس بن معاوية أبو بحر السعدى -> طلق بن حبيب العنزى البصرى -> سليمان بن عتيق المدنى -> عبد الملك بن عبد العزيز بن جريج الأموى -> حفص بن غياث بن طلق أبو عمر النخعى,6
12734,عبد الله بن مسعود بن غافل الهذلى -> الأحنف بن قيس بن معاوية أبو بحر السعدى -> طلق بن حبيب العنزى البصرى -> سليمان بن عتيق المدنى -> عبد الملك بن عبد العزيز بن جريج الأموى -> يحيى بن سعيد بن فروخ القطان,6
12735,أنس بن مالك بن النضر الأنصارى -> يزيد بن حميد أبو التياح الضبعى -> عبد الوارث بن سعيد بن ذكوان العنبرى,3
12736,أنس بن مالك بن النضر الأنصارى -> قتادة بن دعامة أبو الخطاب السدوسى -> شعبة بن الحجاج العتكى -> محمد بن جعفر الهذلى البصرى غندر,4
12737,أنس بن مالك بن النضر الأنصارى -> قتادة بن دعامة أبو الخطاب السدوسى -> شعبة بن الحجاج العتكى -> محمد بن جعفر الهذلى البصرى غندر,4
12738,أنس بن مالك بن النضر الأنصارى -> قتادة بن دعامة أبو الخطاب السدوسى -> سعيد بن أبى عروبة أبو النضر اليشكرى -> محمد بن بشر أبو عبد الله العبدى الكوفى,4
12739,أنس بن مالك بن النضر الأنصارى -> قتادة بن دعامة أبو الخطاب السدوسى -> سعيد بن أبى عروبة أبو النضر اليشكرى -> حماد بن أسامة أبو أسامة القرشى الكوفى,4
12740,أنس بن مالك بن النضر الأنصارى -> قتادة بن دعامة أبو الخطاب السدوسى -> سعيد بن أبى عروبة أبو النضر اليشكرى -> عبدة بن سليمان الكلابى الكوفى,4
12741,عبد الله بن قيس أبو موسى الأشعرى -> شقيق بن سلمة أبو وائل الأسدى -> سليمان بن مهران الأعمش -> وكيع بن الجراح بن مليح الرؤاسى,4
12742,عبد الله بن مسعود بن غافل الهذلى -> شقيق بن سلمة أبو وائل الأسدى -> سليمان بن مهران الأعمش -> وكيع بن الجراح بن مليح الرؤاسى,4
12743,عبد الله بن قيس أبو موسى الأشعرى -> شقيق بن سلمة أبو وائل الأسدى -> سليمان بن مهران الأعمش -> عبد الله بن نمير أبو هشام الهمدانى,4
12744,عبد الله بن مسعود بن غافل الهذلى -> شقيق بن سلمة أبو وائل الأسدى -> سليمان بن مهران الأعمش -> عبد الله بن نمير أبو هشام الهمدانى,4
12745,عبد الله بن قيس أبو موسى الأشعرى -> شقيق بن سلمة أبو وائل الأسدى -> سليمان بن مهران الأعمش -> وكيع بن الجراح بن مليح الرؤاسى,4
12746,عبد الله بن مسعود بن غافل الهذلى -> شقيق بن سلمة أبو وائل الأسدى -> سليمان بن مهران الأعمش -> وكيع بن الجراح بن مليح الرؤاسى,4
12747,عبد الله بن قيس أبو موسى الأشعرى -> شقيق بن سلمة أبو وائل الأسدى -> سليمان بن مهران الأعمش -> سفيان بن سعيد بن مسروق الثورى -> عبيد الله بن عبيد الرحمن الأشجعى الكوفى -> هاشم بن القاسم أبو النضر الليثى,6
12748,عبد الله بن مسعود بن غافل الهذلى -> شقيق بن سلمة أبو وائل الأسدى -> سليمان بن مهران الأعمش -> سفيان بن سعيد بن مسروق الثورى -> عبيد الله بن عبيد الرحمن الأشجعى الكوفى -> هاشم بن القاسم أبو النضر الليثى,6
12749,عبد الله بن قيس أبو موسى الأشعرى -> شقيق بن سلمة أبو وائل الأسدى -> سليمان بن مهران الأعمش -> زائدة بن قدامة أبو الصلت الثقفى الكوفى -> الحسين بن على بن الوليد الجعفى المقرئ,5
12750,عبد الله بن مسعود بن غافل الهذلى -> شقيق بن سلمة أبو وائل الأسدى -> سليمان بن مهران الأعمش -> زائدة بن قدامة أبو الصلت الثقفى الكوفى -> الحسين بن على بن الوليد الجعفى المقرئ,5
12751,عبد الله بن قيس أبو موسى الأشعرى -> شقيق بن سلمة أبو وائل الأسدى -> سليمان بن مهران الأعمش -> محمد بن خازم أبو معاوية الضرير,4
12752,عبد الله بن قيس أبو موسى الأشعرى -> شقيق بن سلمة أبو وائل الأسدى -> سليمان بن مهران الأعمش -> محمد بن خازم أبو معاوية الضرير,4
12753,عبد الله بن قيس أبو موسى الأشعرى -> شقيق بن سلمة أبو وائل الأسدى -> سليمان بن مهران الأعمش -> محمد بن خازم أبو معاوية الضرير,4
12754,عبد الله بن قيس أبو موسى الأشعرى -> شقيق بن سلمة أبو وائل الأسدى -> سليمان بن مهران الأعمش -> محمد بن خازم أبو معاوية الضرير,4
12755,عبد الله بن قيس أبو موسى الأشعرى -> شقيق بن سلمة أبو وائل الأسدى -> سليمان بن مهران الأعمش -> جرير بن عبد الحميد بن قرط الضبى,4
12756,عبد الله بن مسعود بن غافل الهذلى -> شقيق بن سلمة أبو وائل الأسدى -> سليمان بن مهران الأعمش -> جرير بن عبد الحميد بن قرط الضبى,4
12757,أبو هريرة الدوسى -> حميد بن عبد الرحمن بن عوف الزهرى -> محمد بن مسلم بن شهاب الزهرى -> يونس بن يزيد بن أبى النجاد الأيلى -> عبد الله بن وهب بن مسلم المصرى,5
12758,أبو هريرة الدوسى -> حميد بن عبد الرحمن بن عوف الزهرى -> محمد بن مسلم بن شهاب الزهرى -> شعيب بن أبى حمزة أبو بشر الأموى -> الحكم بن نافع أبو اليمان الحمصى البهرانى,5
12759,أبو هريرة الدوسى -> سعيد بن المسيب بن حزن القرشى المخزومى -> محمد بن مسلم بن شهاب الزهرى -> معمر بن راشد أبو عروة الأزدى البصرى -> عبد الأعلى بن عبد الأعلى السامى البصرى,5
12760,أبو هريرة الدوسى -> عبد الرحمن بن يعقوب الجهنى مولى الحرقة -> العلاء بن عبد الرحمن بن يعقوب الحرقى -> إسماعيل بن جعفر بن أبى كثير الأنصارى,4
12761,أبو هريرة الدوسى -> عبد الرحمن بن يعقوب الجهنى مولى الحرقة -> العلاء بن عبد الرحمن بن يعقوب الحرقى -> إسماعيل بن جعفر بن أبى كثير الأنصارى,4
12762,أبو هريرة الدوسى -> عبد الرحمن بن يعقوب الجهنى مولى الحرقة -> العلاء بن عبد الرحمن بن يعقوب الحرقى -> إسماعيل بن جعفر بن أبى كثير الأنصارى,4
12763,أبو هريرة الدوسى -> سالم بن عبد الله بن عمر بن الخطاب العدوى -> حنظلة بن أبى سفيان بن عبد الرحمن الجمحى -> إسحاق بن سليمان أبو يحيى الرازى الكوفى,4
12764,أبو هريرة الدوسى -> سالم بن عبد الله بن عمر بن الخطاب العدوى -> حنظلة بن أبى سفيان بن عبد الرحمن الجمحى -> إسحاق بن سليمان أبو يحيى الرازى الكوفى,4
12765,أبو هريرة الدوسى -> سالم بن عبد الله بن عمر بن الخطاب العدوى -> حنظلة بن أبى سفيان بن عبد الرحمن الجمحى -> إسحاق بن سليمان أبو يحيى الرازى الكوفى,4
12766,أبو هريرة الدوسى -> همام بن منبه بن كامل أبو عتبة الصنعانى -> معمر بن راشد أبو عروة الأزدى البصرى -> عبد الرزاق بن همام أبو بكر الصنعانى,4
12767,أبو هريرة الدوسى -> سليم بن جبير الدوسى مولى أبى هريرة -> عمرو بن الحارث بن يعقوب المصرى -> عبد الله بن وهب بن مسلم المصرى,4
12768,عبد الله بن عمرو بن العاص -> عروة بن الزبير بن العوام الأسدى -> هشام بن عروة بن الزبير بن العوام الأسدى -> جرير بن عبد الحميد بن قرط الضبى,4
12769,عبد الله بن عمرو بن العاص -> عروة بن الزبير بن العوام الأسدى -> هشام بن عروة بن الزبير بن العوام الأسدى -> وكيع بن الجراح بن مليح الرؤاسى,4
12770,عبد الله بن عمرو بن العاص -> عروة بن الزبير بن العوام الأسدى -> هشام بن عروة بن الزبير بن العوام الأسدى -> حماد بن زيد بن درهم أبو إسماعيل البصرى,4
12771,عبد الله بن عمرو بن العاص -> عروة بن الزبير بن العوام الأسدى -> هشام بن عروة بن الزبير بن العوام الأسدى -> وكيع بن الجراح بن مليح الرؤاسى,4
12772,عبد الله بن عمرو بن العاص -> عروة بن الزبير بن العوام الأسدى -> هشام بن عروة بن الزبير بن العوام الأسدى -> عمر بن على بن عطاء بن مقدم البصرى,4
12773,عبد الله بن عمرو بن العاص -> عروة بن الزبير بن العوام الأسدى -> هشام بن عروة بن الزبير بن العوام الأسدى -> يحيى بن سعيد بن فروخ القطان,4
12774,عبد الله بن عمرو بن العاص -> عروة بن الزبير بن العوام الأسدى -> هشام بن عروة بن الزبير بن العوام الأسدى -> حماد بن أسامة أبو أسامة القرشى الكوفى,4
12775,عبد الله بن عمرو بن العاص -> عروة بن الزبير بن العوام الأسدى -> هشام بن عروة بن الزبير بن العوام الأسدى -> عبد الله بن إدريس بن يزيد الأودى,4
12776,عبد الله بن عمرو بن العاص -> عروة بن الزبير بن العوام الأسدى -> هشام بن عروة بن الزبير بن العوام الأسدى -> عبد الله بن نمير أبو هشام الهمدانى,4
12777,عبد الله بن عمرو بن العاص -> عروة بن الزبير بن العوام الأسدى -> هشام بن عروة بن الزبير بن العوام الأسدى -> عبدة بن سليمان الكلابى الكوفى,4
12778,عبد الله بن عمرو بن العاص -> عروة بن الزبير بن العوام الأسدى -> هشام بن عروة بن الزبير بن العوام الأسدى -> سفيان بن عيينة الهلالى,4
12779,عبد الله بن عمرو بن العاص -> عروة بن الزبير بن العوام الأسدى -> هشام بن عروة بن الزبير بن العوام الأسدى -> عباد بن عباد بن حبيب أبو معاوية المهلبى,4
12780,عبد الله بن عمرو بن العاص -> عروة بن الزبير بن العوام الأسدى -> هشام بن عروة بن الزبير بن العوام الأسدى -> محمد بن خازم أبو معاوية الضرير,4
12781,عبد الله بن عمرو بن العاص -> عروة بن الزبير بن العوام الأسدى -> هشام بن عروة بن الزبير بن العوام الأسدى -> شعبة بن الحجاج العتكى -> يزيد بن هارون أبو خالد السلمى الواسطى,5
12782,عبد الله بن عمرو بن العاص -> عمر بن الحكم بن رافع بن سنان المدنى -> جعفر بن عبد الله بن الحكم الأنصارى -> عبد الحميد بن جعفر بن عبد الله الأنصارى -> عبد الله بن حمران أبو عبد الرحمن البصرى,5
12783,عبد الله بن عمرو بن العاص -> عروة بن الزبير بن العوام الأسدى -> محمد بن عبد الرحمن بن نوفل الأسدى -> عبد الرحمن بن شريح أبو شريح المعافرى -> عبد الله بن وهب بن مسلم المصرى,5
12784,جرير بن عبد الله بن جابر البجلى -> عبد الرحمن بن هلال العبسى الكوفى -> مسلم بن صبيح أبو الضحى الهمدانى الكوفى -> سليمان بن مهران الأعمش -> جرير بن عبد الحميد بن قرط الضبى,5
12785,جرير بن عبد الله بن جابر البجلى -> عبد الرحمن بن هلال العبسى الكوفى -> موسى بن عبد الله بن يزيد الخطمى الكوفى -> سليمان بن مهران الأعمش -> جرير بن عبد الحميد بن قرط الضبى,5
12786,جرير بن عبد الله بن جابر البجلى -> عبد الرحمن بن هلال العبسى الكوفى -> مسلم بن صبيح أبو الضحى الهمدانى الكوفى -> سليمان بن مهران الأعمش -> محمد بن خازم أبو معاوية الضرير,5
12787,جرير بن عبد الله بن جابر البجلى -> عبد الرحمن بن هلال العبسى الكوفى -> مسلم بن صبيح أبو الضحى الهمدانى الكوفى -> سليمان بن مهران الأعمش -> محمد بن خازم أبو معاوية الضرير,5
12788,جرير بن عبد الله بن جابر البجلى -> عبد الرحمن بن هلال العبسى الكوفى -> مسلم بن صبيح أبو الضحى الهمدانى الكوفى -> سليمان بن مهران الأعمش -> محمد بن خازم أبو معاوية الضرير,5
12789,جرير بن عبد الله بن جابر البجلى -> عبد الرحمن بن هلال العبسى الكوفى -> محمد بن أبى إسماعيل السلمى المدنى -> يحيى بن سعيد بن فروخ القطان,4
12790,جرير بن عبد الله بن جابر البجلى -> المنذر بن جرير بن عبد الله البجلى -> عبد الملك بن عمير بن سويد اللخمى -> وضاح بن عبد الله أبو عوانة اليشكرى,4
12791,جرير بن عبد الله بن جابر البجلى -> المنذر بن جرير بن عبد الله البجلى -> عبد الملك بن عمير بن سويد اللخمى -> وضاح بن عبد الله أبو عوانة اليشكرى,4
12792,جرير بن عبد الله بن جابر البجلى -> المنذر بن جرير بن عبد الله البجلى -> عبد الملك بن عمير بن سويد اللخمى -> وضاح بن عبد الله أبو عوانة اليشكرى,4
12793,جرير بن عبد الله بن جابر البجلى -> المنذر بن جرير بن عبد الله البجلى -> عون بن أبى جحيفة السوائى -> شعبة بن الحجاج العتكى -> حماد بن أسامة أبو أسامة القرشى الكوفى,5
12794,جرير بن عبد الله بن جابر البجلى -> المنذر بن جرير بن عبد الله البجلى -> عون بن أبى جحيفة السوائى -> شعبة بن الحجاج العتكى -> معاذ بن معاذ بن نصر أبو المثنى العنبرى,5
12795,جرير بن عبد الله بن جابر البجلى -> المنذر بن جرير بن عبد الله البجلى -> عون بن أبى جحيفة السوائى -> شعبة بن الحجاج العتكى -> محمد بن جعفر الهذلى البصرى غندر,5
12796,أبو هريرة الدوسى -> عبد الرحمن بن يعقوب الجهنى مولى الحرقة -> العلاء بن عبد الرحمن بن يعقوب الحرقى -> إسماعيل بن جعفر بن أبى كثير الأنصارى,4
12797,أبو هريرة الدوسى -> عبد الرحمن بن يعقوب الجهنى مولى الحرقة -> العلاء بن عبد الرحمن بن يعقوب الحرقى -> إسماعيل بن جعفر بن أبى كثير الأنصارى,4
12798,أبو هريرة الدوسى -> عبد الرحمن بن يعقوب الجهنى مولى الحرقة -> العلاء بن عبد الرحمن بن يعقوب الحرقى -> إسماعيل بن جعفر بن أبى كثير الأنصارى,4
12799,أبو هريرة الدوسى -> ذكوان أبو صالح السمان الزيات -> سليمان بن مهران الأعمش -> جرير بن عبد الحميد بن قرط الضبى,4
12800,أبو هريرة الدوسى -> ذكوان أبو صالح السمان الزيات -> سليمان بن مهران الأعمش -> جرير بن عبد الحميد بن قرط الضبى,4
12801,أبو هريرة الدوسى -> ذكوان أبو صالح السمان الزيات -> سليمان بن مهران الأعمش -> محمد بن خازم أبو معاوية الضرير,4
12802,أبو هريرة الدوسى -> ذكوان أبو صالح السمان الزيات -> سليمان بن مهران الأعمش -> محمد بن خازم أبو معاوية الضرير,4
12803,أبو هريرة الدوسى -> همام بن منبه بن كامل أبو عتبة الصنعانى -> معمر بن راشد أبو عروة الأزدى البصرى -> عبد الرزاق بن همام أبو بكر الصنعانى,4
12804,أبو هريرة الدوسى -> عبد الرحمن بن يعقوب الجهنى مولى الحرقة -> العلاء بن عبد الرحمن بن يعقوب الحرقى -> روح بن القاسم أبو غياث التميمى العنبرى -> يزيد بن زريع أبو معاوية البصرى,5
12805,أبو هريرة الدوسى -> عبد الرحمن بن هرمز الأعرج -> عبد الله بن ذكوان أبو الزناد المدنى -> سفيان بن عيينة الهلالى,4
12806,أبو هريرة الدوسى -> عبد الرحمن بن هرمز الأعرج -> عبد الله بن ذكوان أبو الزناد المدنى -> سفيان بن عيينة الهلالى,4
12807,أبو هريرة الدوسى -> عبد الرحمن بن هرمز الأعرج -> عبد الله بن ذكوان أبو الزناد المدنى -> سفيان بن عيينة الهلالى,4
12808,أبو هريرة الدوسى -> همام بن منبه بن كامل أبو عتبة الصنعانى -> معمر بن راشد أبو عروة الأزدى البصرى -> عبد الرزاق بن همام أبو بكر الصنعانى,4
12809,أبو هريرة الدوسى -> محمد بن سيرين أبو بكر الأنصارى -> أيوب بن أبى تميمة السختيانى -> معمر بن راشد أبو عروة الأزدى البصرى -> عبد الرزاق بن همام أبو بكر الصنعانى,5
12810,أنس بن مالك بن النضر الأنصارى -> عبد العزيز بن صهيب البنانى البصرى -> إسماعيل بن إبراهيم بن مقسم ابن علية,3
12811,أنس بن مالك بن النضر الأنصارى -> عبد العزيز بن صهيب البنانى البصرى -> إسماعيل بن إبراهيم بن مقسم ابن علية,3
12812,أبو هريرة الدوسى -> عبد الرحمن بن يعقوب الجهنى مولى الحرقة -> العلاء بن عبد الرحمن بن يعقوب الحرقى -> إسماعيل بن جعفر بن أبى كثير الأنصارى,4
12813,أبو هريرة الدوسى -> عبد الرحمن بن يعقوب الجهنى مولى الحرقة -> العلاء بن عبد الرحمن بن يعقوب الحرقى -> إسماعيل بن جعفر بن أبى كثير الأنصارى,4
12814,أبو هريرة الدوسى -> عبد الرحمن بن يعقوب الجهنى مولى الحرقة -> العلاء بن عبد الرحمن بن يعقوب الحرقى -> إسماعيل بن جعفر بن أبى كثير الأنصارى,4
12815,أبو هريرة الدوسى -> عطاء بن ميناء أبو معاذ المدنى -> الحارث بن عبد الرحمن بن أبى ذباب الدوسى -> أنس بن عياض بن ضمرة أبو ضمرة الليثى,4
12816,أنس بن مالك بن النضر الأنصارى -> عبد العزيز بن صهيب البنانى البصرى -> إسماعيل بن إبراهيم بن مقسم ابن علية,3
12817,أنس بن مالك بن النضر الأنصارى -> ثابت بن أسلم البنانى -> حماد بن سلمة بن دينار أبو سلمة البصرى -> عفان بن مسلم أبو عثمان الصفار الباهلى,4
12818,أنس بن مالك بن النضر الأنصارى -> ثابت بن أسلم البنانى -> شعبة بن الحجاج العتكى -> روح بن عبادة بن العلاء بن حسان القيسى,4
12819,أنس بن مالك بن النضر الأنصارى -> النضر بن أنس بن مالك الأنصارى -> عاصم بن سليمان الأحول البصرى -> عبد الواحد بن زياد العبدى البصرى,4
12820,خباب بن الأرت التميمى -> قيس بن أبى حازم البجلى الكوفى -> إسماعيل بن أبى خالد الأحمسى البجلى -> عبد الله بن إدريس بن يزيد الأودى,4
12821,خباب بن الأرت التميمى -> قيس بن أبى حازم البجلى الكوفى -> إسماعيل بن أبى خالد الأحمسى البجلى -> جرير بن عبد الحميد بن قرط الضبى,4
12822,خباب بن الأرت التميمى -> قيس بن أبى حازم البجلى الكوفى -> إسماعيل بن أبى خالد الأحمسى البجلى -> سفيان بن عيينة الهلالى,4
12823,خباب بن الأرت التميمى -> قيس بن أبى حازم البجلى الكوفى -> إسماعيل بن أبى خالد الأحمسى البجلى -> وكيع بن الجراح بن مليح الرؤاسى,4
12824,خباب بن الأرت التميمى -> قيس بن أبى حازم البجلى الكوفى -> إسماعيل بن أبى خالد الأحمسى البجلى -> معتمر بن سليمان بن طرخان التيمى الطفيل,4
12825,خباب بن الأرت التميمى -> قيس بن أبى حازم البجلى الكوفى -> إسماعيل بن أبى خالد الأحمسى البجلى -> حماد بن أسامة أبو أسامة القرشى الكوفى,4
12826,خباب بن الأرت التميمى -> قيس بن أبى حازم البجلى الكوفى -> إسماعيل بن أبى خالد الأحمسى البجلى -> عبد الله بن نمير أبو هشام الهمدانى,4
12827,خباب بن الأرت التميمى -> قيس بن أبى حازم البجلى الكوفى -> إسماعيل بن أبى خالد الأحمسى البجلى -> معتمر بن سليمان بن طرخان التيمى الطفيل,4
12828,أبو هريرة الدوسى -> همام بن منبه بن كامل أبو عتبة الصنعانى -> معمر بن راشد أبو عروة الأزدى البصرى -> عبد الرزاق بن همام أبو بكر الصنعانى,4
12829,عبادة بن الصامت بن قيس الأنصارى الخزرجى -> أنس بن مالك بن النضر الأنصارى -> قتادة بن دعامة أبو الخطاب السدوسى -> همام بن يحيى بن دينار الأزدى العوذى,4
12830,عبادة بن الصامت بن قيس الأنصارى الخزرجى -> أنس بن مالك بن النضر الأنصارى -> قتادة بن دعامة أبو الخطاب السدوسى -> شعبة بن الحجاج العتكى -> محمد بن جعفر الهذلى البصرى غندر,5
12831,عبادة بن الصامت بن قيس الأنصارى الخزرجى -> أنس بن مالك بن النضر الأنصارى -> قتادة بن دعامة أبو الخطاب السدوسى -> شعبة بن الحجاج العتكى -> محمد بن جعفر الهذلى البصرى غندر,5
12832,عائشة بنت أبى بكر الصديق أم المؤمنين -> سعد بن هشام بن عامر الأنصارى المدنى -> زرارة بن أوفى أبو حاجب العامرى الحرشى -> قتادة بن دعامة أبو الخطاب السدوسى -> سعيد بن أبى عروبة أبو النضر اليشكرى -> خالد بن الحارث بن عبيد بن سليم الهجيمى,6
12833,عائشة بنت أبى بكر الصديق أم المؤمنين -> سعد بن هشام بن عامر الأنصارى المدنى -> زرارة بن أوفى أبو حاجب العامرى الحرشى -> قتادة بن دعامة أبو الخطاب السدوسى -> سعيد بن أبى عروبة أبو النضر اليشكرى -> محمد بن بكر بن عثمان البرسانى,6
